state,date,age,ethnicity,population
Johor,2023-01-01,20-24,other_citizen,2.7
Johor,2023-01-01,20-24,other_noncitizen,56.8
Johor,2023-01-01,25-29,overall,222
Johor,2023-01-01,25-29,bumi_malay,95
Johor,2023-01-01,25-29,bumi_other,1.1
Johor,2023-01-01,25-29,chinese,52.4
Johor,2023-01-01,25-29,indian,10
Johor,2023-01-01,25-29,other_citizen,0.4
Johor,2023-01-01,25-29,other_noncitizen,63.1
Johor,2023-01-01,30-34,overall,190
Johor,2023-01-01,30-34,bumi_malay,89.1
Johor,2023-01-01,30-34,bumi_other,1.7
Johor,2023-01-01,30-34,chinese,47.8
Johor,2023-01-01,30-34,indian,9.4
Johor,2023-01-01,30-34,other_citizen,0.4
Johor,2023-01-01,30-34,other_noncitizen,41.6
Johor,2023-01-01,35-39,overall,177.9
Johor,2023-01-01,35-39,bumi_malay,88.4
Johor,2023-01-01,35-39,bumi_other,3.5
Johor,2023-01-01,35-39,chinese,46.8
Johor,2023-01-01,35-39,indian,9.6
Johor,2023-01-01,35-39,other_citizen,0.6
Johor,2023-01-01,35-39,other_noncitizen,29.1
Johor,2023-01-01,40-44,overall,155.8
Johor,2023-01-01,40-44,bumi_malay,77.4
Johor,2023-01-01,40-44,bumi_other,3
Johor,2023-01-01,40-44,chinese,45.8
Johor,2023-01-01,40-44,indian,10.5
Johor,2023-01-01,40-44,other_citizen,0.4
Johor,2023-01-01,40-44,other_noncitizen,18.8
Johor,2023-01-01,45-49,overall,129.1
Johor,2023-01-01,45-49,bumi_malay,60.1
Johor,2023-01-01,45-49,bumi_other,3
Johor,2023-01-01,45-49,chinese,43
Johor,2023-01-01,45-49,indian,8.6
Johor,2023-01-01,45-49,other_citizen,1.2
Johor,2023-01-01,45-49,other_noncitizen,13.2
Johor,2023-01-01,50-54,overall,112.7
Johor,2023-01-01,50-54,bumi_malay,54.8
Johor,2023-01-01,50-54,bumi_other,1.5
Johor,2023-01-01,50-54,chinese,40.3
Johor,2023-01-01,50-54,indian,6.7
Johor,2023-01-01,50-54,other_citizen,0.5
Johor,2023-01-01,50-54,other_noncitizen,8.8
Johor,2023-01-01,55-59,overall,101.8
Johor,2023-01-01,55-59,bumi_malay,50
Johor,2023-01-01,55-59,bumi_other,1.2
Johor,2023-01-01,55-59,chinese,37
Johor,2023-01-01,55-59,indian,6.3
Johor,2023-01-01,55-59,other_citizen,0.4
Johor,2023-01-01,55-59,other_noncitizen,6.9
Johor,2023-01-01,60-64,overall,86.9
Johor,2023-01-01,60-64,bumi_malay,43.9
Johor,2023-01-01,60-64,bumi_other,0.8
Johor,2023-01-01,60-64,chinese,32.7
Johor,2023-01-01,60-64,indian,4.9
Johor,2023-01-01,60-64,other_citizen,0.4
Johor,2023-01-01,60-64,other_noncitizen,4.3
Johor,2023-01-01,65-69,overall,61.4
Johor,2023-01-01,65-69,bumi_malay,30.3
Johor,2023-01-01,65-69,bumi_other,0.6
Johor,2023-01-01,65-69,chinese,21.4
Johor,2023-01-01,65-69,indian,3.3
Johor,2023-01-01,65-69,other_citizen,0.5
Johor,2023-01-01,65-69,other_noncitizen,5.3
Johor,2023-01-01,70-74,overall,35.8
Johor,2023-01-01,70-74,bumi_malay,18.9
Johor,2023-01-01,70-74,bumi_other,0.5
Johor,2023-01-01,70-74,chinese,10.6
Johor,2023-01-01,70-74,indian,2
Johor,2023-01-01,70-74,other_citizen,0.3
Johor,2023-01-01,70-74,other_noncitizen,3.5
Johor,2023-01-01,75-79,overall,21.6
Johor,2023-01-01,75-79,bumi_malay,10.9
Johor,2023-01-01,75-79,bumi_other,0.3
Johor,2023-01-01,75-79,chinese,7.2
Johor,2023-01-01,75-79,indian,1.2
Johor,2023-01-01,75-79,other_citizen,0
Johor,2023-01-01,75-79,other_noncitizen,2
Johor,2023-01-01,80-84,overall,11.7
Johor,2023-01-01,80-84,bumi_malay,5.5
Johor,2023-01-01,80-84,bumi_other,0.2
Johor,2023-01-01,80-84,chinese,3.3
Johor,2023-01-01,80-84,indian,0.6
Johor,2023-01-01,80-84,other_citizen,0
Johor,2023-01-01,80-84,other_noncitizen,2.2
Johor,2023-01-01,85 and above,overall,11.7
Johor,2023-01-01,85 and above,bumi_malay,5.5
Johor,2023-01-01,85 and above,bumi_other,0.3
Johor,2023-01-01,85 and above,chinese,2.7
Johor,2023-01-01,85 and above,indian,0.6
Johor,2023-01-01,85 and above,other_citizen,0
Johor,2023-01-01,85 and above,other_noncitizen,2.6
Kedah,2022-01-01,0-4,overall,173.1
Kedah,2022-01-01,0-4,bumi_malay,142
Kedah,2022-01-01,0-4,bumi_other,0.3
Kedah,2022-01-01,0-4,chinese,12.2
Kedah,2022-01-01,0-4,indian,6.7
Kedah,2022-01-01,0-4,other_citizen,1.9
Kedah,2022-01-01,0-4,other_noncitizen,9.9
Kedah,2022-01-01,15-19,overall,177.4
Kedah,2022-01-01,15-19,bumi_malay,139.4
Kedah,2022-01-01,15-19,bumi_other,0.1
Kedah,2022-01-01,15-19,chinese,20.1
Kedah,2022-01-01,15-19,indian,11
Kedah,2022-01-01,15-19,other_citizen,1.9
Kedah,2022-01-01,15-19,other_noncitizen,4.9
Kedah,2022-01-01,20-24,overall,213.7
Kedah,2022-01-01,20-24,bumi_malay,165.1
Kedah,2022-01-01,20-24,bumi_other,0.3
Kedah,2022-01-01,20-24,chinese,19.9
Kedah,2022-01-01,20-24,indian,12
Kedah,2022-01-01,20-24,other_citizen,2.6
Kedah,2022-01-01,20-24,other_noncitizen,13.8
Kedah,2022-01-01,25-29,overall,211.2
Kedah,2022-01-01,25-29,bumi_malay,158.9
Kedah,2022-01-01,25-29,bumi_other,0.2
Kedah,2022-01-01,25-29,chinese,21.4
Kedah,2022-01-01,25-29,indian,11.5
Kedah,2022-01-01,25-29,other_citizen,2
Kedah,2022-01-01,25-29,other_noncitizen,17.2
Kedah,2022-01-01,30-34,overall,165.4
Kedah,2022-01-01,30-34,bumi_malay,123.1
Kedah,2022-01-01,30-34,bumi_other,0.5
Kedah,2022-01-01,30-34,chinese,19.2
Kedah,2022-01-01,30-34,indian,10.5
Kedah,2022-01-01,30-34,other_citizen,2
Kedah,2022-01-01,30-34,other_noncitizen,10.1
Kedah,2022-01-01,35-39,overall,138.7
Kedah,2022-01-01,35-39,bumi_malay,105.1
Kedah,2022-01-01,35-39,bumi_other,0.4
Kedah,2022-01-01,35-39,chinese,14.8
Kedah,2022-01-01,35-39,indian,9.1
Kedah,2022-01-01,35-39,other_citizen,2.1
Kedah,2022-01-01,35-39,other_noncitizen,7.2
Kedah,2022-01-01,40-44,overall,120.5
Kedah,2022-01-01,40-44,bumi_malay,91.9
Kedah,2022-01-01,40-44,bumi_other,0.3
Kedah,2022-01-01,40-44,chinese,14.1
Kedah,2022-01-01,40-44,indian,8.2
Kedah,2022-01-01,40-44,other_citizen,1.5
Kedah,2022-01-01,40-44,other_noncitizen,4.5
Kedah,2022-01-01,45-49,overall,112.8
Kedah,2022-01-01,45-49,bumi_malay,86.9
Kedah,2022-01-01,45-49,bumi_other,0.2
Kedah,2022-01-01,45-49,chinese,15.1
Kedah,2022-01-01,45-49,indian,7.1
Kedah,2022-01-01,45-49,other_citizen,1.3
Kedah,2022-01-01,45-49,other_noncitizen,2.3
Kedah,2022-01-01,50-54,overall,109.3
Kedah,2022-01-01,50-54,bumi_malay,84.1
Kedah,2022-01-01,50-54,bumi_other,0.4
Kedah,2022-01-01,50-54,chinese,15.3
Kedah,2022-01-01,50-54,indian,6.7
Kedah,2022-01-01,50-54,other_citizen,1.3
Kedah,2022-01-01,50-54,other_noncitizen,1.5
Kedah,2022-01-01,55-59,overall,103.6
Kedah,2022-01-01,55-59,bumi_malay,78.6
Kedah,2022-01-01,55-59,bumi_other,0.4
Kedah,2022-01-01,55-59,chinese,15.7
Kedah,2022-01-01,55-59,indian,6.7
Kedah,2022-01-01,55-59,other_citizen,1.3
Kedah,2022-01-01,55-59,other_noncitizen,0.9
Kedah,2022-01-01,60-64,overall,92.2
Kedah,2022-01-01,60-64,bumi_malay,68.6
Kedah,2022-01-01,60-64,bumi_other,0.3
Kedah,2022-01-01,60-64,chinese,15.5
Kedah,2022-01-01,60-64,indian,6.2
Kedah,2022-01-01,60-64,other_citizen,1
Kedah,2022-01-01,60-64,other_noncitizen,0.5
Kedah,2022-01-01,65-69,overall,73
Kedah,2022-01-01,65-69,bumi_malay,55.1
Kedah,2022-01-01,65-69,bumi_other,0.2
Kedah,2022-01-01,65-69,chinese,9.8
Kedah,2022-01-01,65-69,indian,4.8
Kedah,2022-01-01,65-69,other_citizen,0.9
Kedah,2022-01-01,65-69,other_noncitizen,2.1
Kedah,2022-01-01,70-74,overall,50.8
Kedah,2022-01-01,70-74,bumi_malay,39.4
Kedah,2022-01-01,70-74,bumi_other,0.2
Kedah,2022-01-01,70-74,chinese,6
Kedah,2022-01-01,70-74,indian,3.2
Kedah,2022-01-01,70-74,other_citizen,0.7
Kedah,2022-01-01,70-74,other_noncitizen,1.4
Kedah,2022-01-01,75-79,overall,29.8
Kedah,2022-01-01,75-79,bumi_malay,22.8
Kedah,2022-01-01,75-79,bumi_other,0.1
Kedah,2022-01-01,75-79,chinese,3.9
Kedah,2022-01-01,75-79,indian,1.7
Kedah,2022-01-01,75-79,other_citizen,0.4
Kedah,2022-01-01,75-79,other_noncitizen,0.9
Kedah,2022-01-01,80-84,overall,18.7
Kedah,2022-01-01,80-84,bumi_malay,14.6
Kedah,2022-01-01,80-84,bumi_other,0.1
Kedah,2022-01-01,80-84,chinese,2.4
Kedah,2022-01-01,80-84,indian,0.9
Kedah,2022-01-01,80-84,other_citizen,0.1
Kedah,2022-01-01,80-84,other_noncitizen,0.6
Kedah,2022-01-01,85 and above,overall,12.7
Kedah,2022-01-01,85 and above,bumi_malay,9
Kedah,2022-01-01,85 and above,bumi_other,0.1
Kedah,2022-01-01,85 and above,chinese,1.4
Kedah,2022-01-01,85 and above,indian,0.9
Kedah,2022-01-01,85 and above,other_citizen,0
Kedah,2022-01-01,85 and above,other_noncitizen,1.2
Kedah,2022-01-01,0-4,overall,82.9
Kedah,2022-01-01,0-4,bumi_malay,67.8
Kedah,2022-01-01,0-4,bumi_other,0.3
Kedah,2022-01-01,0-4,chinese,6.5
Kedah,2022-01-01,0-4,indian,3.4
Kedah,2022-01-01,0-4,other_citizen,0.9
Kedah,2022-01-01,0-4,other_noncitizen,4
Kedah,2022-01-01,15-19,overall,85.2
Kedah,2022-01-01,15-19,bumi_malay,67.3
Kedah,2022-01-01,15-19,bumi_other,0.1
Kedah,2022-01-01,15-19,chinese,10.2
Kedah,2022-01-01,15-19,indian,5.5
Kedah,2022-01-01,15-19,other_citizen,0.8
Kedah,2022-01-01,15-19,other_noncitizen,1.3
Kedah,2022-01-01,20-24,overall,98.3
Kedah,2022-01-01,20-24,bumi_malay,79.3
Kedah,2022-01-01,20-24,bumi_other,0.2
Kedah,2022-01-01,20-24,chinese,9.1
Kedah,2022-01-01,20-24,indian,5.6
Kedah,2022-01-01,20-24,other_citizen,1
Kedah,2022-01-01,20-24,other_noncitizen,3
Kedah,2022-01-01,25-29,overall,97.2
Kedah,2022-01-01,25-29,bumi_malay,77.8
Kedah,2022-01-01,25-29,bumi_other,0.1
Kedah,2022-01-01,25-29,chinese,10
Kedah,2022-01-01,25-29,indian,5.5
Kedah,2022-01-01,25-29,other_citizen,0.8
Kedah,2022-01-01,25-29,other_noncitizen,3.1
Kedah,2022-01-01,30-34,overall,79.6
Kedah,2022-01-01,30-34,bumi_malay,60.6
Kedah,2022-01-01,30-34,bumi_other,0.1
Kedah,2022-01-01,30-34,chinese,10.5
Kedah,2022-01-01,30-34,indian,5.3
Kedah,2022-01-01,30-34,other_citizen,1
Kedah,2022-01-01,30-34,other_noncitizen,2.1
Kedah,2022-01-01,35-39,overall,69
Kedah,2022-01-01,35-39,bumi_malay,54.5
Kedah,2022-01-01,35-39,bumi_other,0.2
Kedah,2022-01-01,35-39,chinese,6.9
Kedah,2022-01-01,35-39,indian,4.7
Kedah,2022-01-01,35-39,other_citizen,1.1
Kedah,2022-01-01,35-39,other_noncitizen,1.7
Kedah,2022-01-01,40-44,overall,60
Kedah,2022-01-01,40-44,bumi_malay,46.9
Kedah,2022-01-01,40-44,bumi_other,0.1
Kedah,2022-01-01,40-44,chinese,6.6
Kedah,2022-01-01,40-44,indian,4.1
Kedah,2022-01-01,40-44,other_citizen,0.7
Kedah,2022-01-01,40-44,other_noncitizen,1.5
Kedah,2022-01-01,45-49,overall,56.9
Kedah,2022-01-01,45-49,bumi_malay,43.9
Kedah,2022-01-01,45-49,bumi_other,0.1
Kedah,2022-01-01,45-49,chinese,7.8
Kedah,2022-01-01,45-49,indian,3.7
Kedah,2022-01-01,45-49,other_citizen,0.7
Kedah,2022-01-01,45-49,other_noncitizen,0.7
Kedah,2022-01-01,50-54,overall,57.4
Kedah,2022-01-01,50-54,bumi_malay,44.3
Kedah,2022-01-01,50-54,bumi_other,0.2
Kedah,2022-01-01,50-54,chinese,8.1
Kedah,2022-01-01,50-54,indian,3.8
Kedah,2022-01-01,50-54,other_citizen,0.7
Kedah,2022-01-01,50-54,other_noncitizen,0.4
Kedah,2022-01-01,55-59,overall,53.6
Kedah,2022-01-01,55-59,bumi_malay,40.5
Kedah,2022-01-01,55-59,bumi_other,0.2
Kedah,2022-01-01,55-59,chinese,8.2
Kedah,2022-01-01,55-59,indian,3.9
Kedah,2022-01-01,55-59,other_citizen,0.6
Kedah,2022-01-01,55-59,other_noncitizen,0.2
Kedah,2022-01-01,60-64,overall,48.3
Kedah,2022-01-01,60-64,bumi_malay,36
Kedah,2022-01-01,60-64,bumi_other,0.2
Kedah,2022-01-01,60-64,chinese,7.9
Kedah,2022-01-01,60-64,indian,3.6
Kedah,2022-01-01,60-64,other_citizen,0.5
Kedah,2022-01-01,60-64,other_noncitizen,0.1
Kedah,2022-01-01,65-69,overall,38.8
Kedah,2022-01-01,65-69,bumi_malay,29.1
Kedah,2022-01-01,65-69,bumi_other,0.1
Kedah,2022-01-01,65-69,chinese,5.2
Kedah,2022-01-01,65-69,indian,2.7
Kedah,2022-01-01,65-69,other_citizen,0.5
Kedah,2022-01-01,65-69,other_noncitizen,1.2
Kedah,2022-01-01,70-74,overall,26.5
Kedah,2022-01-01,70-74,bumi_malay,20.7
Kedah,2022-01-01,70-74,bumi_other,0.1
Kedah,2022-01-01,70-74,chinese,3
Kedah,2022-01-01,70-74,indian,1.8
Kedah,2022-01-01,70-74,other_citizen,0.4
Kedah,2022-01-01,70-74,other_noncitizen,0.5
Kedah,2022-01-01,75-79,overall,16.1
Kedah,2022-01-01,75-79,bumi_malay,12.7
Kedah,2022-01-01,75-79,bumi_other,0
Kedah,2022-01-01,75-79,chinese,2
Kedah,2022-01-01,75-79,indian,0.9
Kedah,2022-01-01,75-79,other_citizen,0.2
Kedah,2022-01-01,75-79,other_noncitizen,0.3
Kedah,2022-01-01,80-84,overall,10.8
Kedah,2022-01-01,80-84,bumi_malay,8.6
Kedah,2022-01-01,80-84,bumi_other,0
Kedah,2022-01-01,80-84,chinese,1.3
Kedah,2022-01-01,80-84,indian,0.5
Kedah,2022-01-01,80-84,other_citizen,0.1
Kedah,2022-01-01,80-84,other_noncitizen,0.2
Kedah,2022-01-01,85 and above,overall,6.8
Kedah,2022-01-01,85 and above,bumi_malay,4.7
Kedah,2022-01-01,85 and above,bumi_other,0.1
Kedah,2022-01-01,85 and above,chinese,0.7
Kedah,2022-01-01,85 and above,indian,0.5
Kedah,2022-01-01,85 and above,other_citizen,0
Kedah,2022-01-01,85 and above,other_noncitizen,0.7
Kedah,2022-01-01,0-4,overall,90.2
Kedah,2022-01-01,0-4,bumi_malay,74.2
Kedah,2022-01-01,0-4,bumi_other,0.1
Kedah,2022-01-01,0-4,chinese,5.7
Kedah,2022-01-01,0-4,indian,3.3
Kedah,2022-01-01,0-4,other_citizen,1
Kedah,2022-01-01,0-4,other_noncitizen,5.9
Kedah,2022-01-01,15-19,overall,92.2
Kedah,2022-01-01,15-19,bumi_malay,72.1
Kedah,2022-01-01,15-19,bumi_other,0.1
Kedah,2022-01-01,15-19,chinese,9.9
Kedah,2022-01-01,15-19,indian,5.5
Kedah,2022-01-01,15-19,other_citizen,1.1
Kedah,2022-01-01,15-19,other_noncitizen,3.6
Kedah,2022-01-01,20-24,overall,115.4
Kedah,2022-01-01,20-24,bumi_malay,85.8
Kedah,2022-01-01,20-24,bumi_other,0.1
Kedah,2022-01-01,20-24,chinese,10.7
Kedah,2022-01-01,20-24,indian,6.4
Kedah,2022-01-01,20-24,other_citizen,1.6
Kedah,2022-01-01,20-24,other_noncitizen,10.8
Kedah,2022-01-01,25-29,overall,114
Kedah,2022-01-01,25-29,bumi_malay,81.1
Kedah,2022-01-01,25-29,bumi_other,0.1
Kedah,2022-01-01,25-29,chinese,11.4
Kedah,2022-01-01,25-29,indian,6
Kedah,2022-01-01,25-29,other_citizen,1.2
Kedah,2022-01-01,25-29,other_noncitizen,14.1
Kedah,2022-01-01,30-34,overall,85.8
Kedah,2022-01-01,30-34,bumi_malay,62.5
Kedah,2022-01-01,30-34,bumi_other,0.4
Kedah,2022-01-01,30-34,chinese,8.7
Kedah,2022-01-01,30-34,indian,5.2
Kedah,2022-01-01,30-34,other_citizen,1
Kedah,2022-01-01,30-34,other_noncitizen,8.1
Kedah,2022-01-01,35-39,overall,69.7
Kedah,2022-01-01,35-39,bumi_malay,50.6
Kedah,2022-01-01,35-39,bumi_other,0.2
Kedah,2022-01-01,35-39,chinese,7.9
Kedah,2022-01-01,35-39,indian,4.4
Kedah,2022-01-01,35-39,other_citizen,1
Kedah,2022-01-01,35-39,other_noncitizen,5.6
Kedah,2022-01-01,40-44,overall,60.4
Kedah,2022-01-01,40-44,bumi_malay,45
Kedah,2022-01-01,40-44,bumi_other,0.1
Kedah,2022-01-01,40-44,chinese,7.5
Kedah,2022-01-01,40-44,indian,4.1
Kedah,2022-01-01,40-44,other_citizen,0.7
Kedah,2022-01-01,40-44,other_noncitizen,3
Kedah,2022-01-01,45-49,overall,55.9
Kedah,2022-01-01,45-49,bumi_malay,43
Kedah,2022-01-01,45-49,bumi_other,0.1
Kedah,2022-01-01,45-49,chinese,7.3
Kedah,2022-01-01,45-49,indian,3.3
Kedah,2022-01-01,45-49,other_citizen,0.6
Kedah,2022-01-01,45-49,other_noncitizen,1.7
Kedah,2022-01-01,50-54,overall,51.9
Kedah,2022-01-01,50-54,bumi_malay,39.8
Kedah,2022-01-01,50-54,bumi_other,0.2
Kedah,2022-01-01,50-54,chinese,7.2
Kedah,2022-01-01,50-54,indian,2.9
Kedah,2022-01-01,50-54,other_citizen,0.7
Kedah,2022-01-01,50-54,other_noncitizen,1.1
Kedah,2022-01-01,55-59,overall,50
Kedah,2022-01-01,55-59,bumi_malay,38
Kedah,2022-01-01,55-59,bumi_other,0.2
Kedah,2022-01-01,55-59,chinese,7.5
Kedah,2022-01-01,55-59,indian,2.9
Kedah,2022-01-01,55-59,other_citizen,0.7
Kedah,2022-01-01,55-59,other_noncitizen,0.7
Kedah,2022-01-01,60-64,overall,43.8
Kedah,2022-01-01,60-64,bumi_malay,32.6
Kedah,2022-01-01,60-64,bumi_other,0.1
Kedah,2022-01-01,60-64,chinese,7.6
Kedah,2022-01-01,60-64,indian,2.6
Kedah,2022-01-01,60-64,other_citizen,0.5
Kedah,2022-01-01,60-64,other_noncitizen,0.4
Kedah,2022-01-01,65-69,overall,34.1
Kedah,2022-01-01,65-69,bumi_malay,25.9
Kedah,2022-01-01,65-69,bumi_other,0.1
Kedah,2022-01-01,65-69,chinese,4.7
Kedah,2022-01-01,65-69,indian,2.1
Kedah,2022-01-01,65-69,other_citizen,0.5
Kedah,2022-01-01,65-69,other_noncitizen,0.9
Kedah,2022-01-01,70-74,overall,24.3
Kedah,2022-01-01,70-74,bumi_malay,18.7
Kedah,2022-01-01,70-74,bumi_other,0.1
Kedah,2022-01-01,70-74,chinese,3
Kedah,2022-01-01,70-74,indian,1.4
Kedah,2022-01-01,70-74,other_citizen,0.3
Kedah,2022-01-01,70-74,other_noncitizen,0.9
Kedah,2022-01-01,75-79,overall,13.6
Kedah,2022-01-01,75-79,bumi_malay,10.1
Kedah,2022-01-01,75-79,bumi_other,0.1
Kedah,2022-01-01,75-79,chinese,1.9
Kedah,2022-01-01,75-79,indian,0.7
Kedah,2022-01-01,75-79,other_citizen,0.2
Kedah,2022-01-01,75-79,other_noncitizen,0.6
Kedah,2022-01-01,80-84,overall,8
Kedah,2022-01-01,80-84,bumi_malay,6
Kedah,2022-01-01,80-84,bumi_other,0
Kedah,2022-01-01,80-84,chinese,1.1
Kedah,2022-01-01,80-84,indian,0.4
Kedah,2022-01-01,80-84,other_citizen,0.1
Kedah,2022-01-01,80-84,other_noncitizen,0.4
Kedah,2022-01-01,85 and above,overall,5.9
Kedah,2022-01-01,85 and above,bumi_malay,4.3
Kedah,2022-01-01,85 and above,bumi_other,0.1
Kedah,2022-01-01,85 and above,chinese,0.7
Kedah,2022-01-01,85 and above,indian,0.4
Kedah,2022-01-01,85 and above,other_citizen,0
Kedah,2022-01-01,85 and above,other_noncitizen,0.4
Kedah,2023-01-01,0-4,overall,172.1
Kedah,2023-01-01,0-4,bumi_malay,142.4
Kedah,2023-01-01,0-4,bumi_other,0.4
Kedah,2023-01-01,0-4,chinese,10.1
Kedah,2023-01-01,0-4,indian,6.3
Kedah,2023-01-01,0-4,other_citizen,1.8
Kedah,2023-01-01,0-4,other_noncitizen,11.1
Kedah,2023-01-01,15-19,overall,174.6
Kedah,2023-01-01,15-19,bumi_malay,134.4
Kedah,2023-01-01,15-19,bumi_other,0.1
Kedah,2023-01-01,15-19,chinese,21.2
Kedah,2023-01-01,15-19,indian,11.5
Kedah,2023-01-01,15-19,other_citizen,1.8
Kedah,2023-01-01,15-19,other_noncitizen,5.5
Kedah,2023-01-01,20-24,overall,209.4
Kedah,2023-01-01,20-24,bumi_malay,160.7
Kedah,2023-01-01,20-24,bumi_other,0.3
Kedah,2023-01-01,20-24,chinese,19.2
Kedah,2023-01-01,20-24,indian,11.4
Kedah,2023-01-01,20-24,other_citizen,2.4
Kedah,2023-01-01,20-24,other_noncitizen,15.4
Kedah,2023-01-01,25-29,overall,218.7
Kedah,2023-01-01,25-29,bumi_malay,163.8
Kedah,2023-01-01,25-29,bumi_other,0.2
Kedah,2023-01-01,25-29,chinese,21.4
Kedah,2023-01-01,25-29,indian,11.9
Kedah,2023-01-01,25-29,other_citizen,2.2
Kedah,2023-01-01,25-29,other_noncitizen,19.3
Kedah,2023-01-01,30-34,overall,173.5
Kedah,2023-01-01,30-34,bumi_malay,129.6
Kedah,2023-01-01,30-34,bumi_other,0.4
Kedah,2023-01-01,30-34,chinese,19.8
Kedah,2023-01-01,30-34,indian,10.6
Kedah,2023-01-01,30-34,other_citizen,1.8
Kedah,2023-01-01,30-34,other_noncitizen,11.3
Kedah,2023-01-01,35-39,overall,142.7
Kedah,2023-01-01,35-39,bumi_malay,106.9
Kedah,2023-01-01,35-39,bumi_other,0.4
Kedah,2023-01-01,35-39,chinese,15.7
Kedah,2023-01-01,35-39,indian,9.4
Kedah,2023-01-01,35-39,other_citizen,2.2
Kedah,2023-01-01,35-39,other_noncitizen,8.1
Kedah,2023-01-01,40-44,overall,123.2
Kedah,2023-01-01,40-44,bumi_malay,94.4
Kedah,2023-01-01,40-44,bumi_other,0.3
Kedah,2023-01-01,40-44,chinese,13.7
Kedah,2023-01-01,40-44,indian,8.3
Kedah,2023-01-01,40-44,other_citizen,1.5
Kedah,2023-01-01,40-44,other_noncitizen,5
Kedah,2023-01-01,45-49,overall,112.7
Kedah,2023-01-01,45-49,bumi_malay,86.3
Kedah,2023-01-01,45-49,bumi_other,0.1
Kedah,2023-01-01,45-49,chinese,15.1
Kedah,2023-01-01,45-49,indian,7.3
Kedah,2023-01-01,45-49,other_citizen,1.3
Kedah,2023-01-01,45-49,other_noncitizen,2.6
Kedah,2023-01-01,50-54,overall,109.4
Kedah,2023-01-01,50-54,bumi_malay,84.4
Kedah,2023-01-01,50-54,bumi_other,0.3
Kedah,2023-01-01,50-54,chinese,15.1
Kedah,2023-01-01,50-54,indian,6.5
Kedah,2023-01-01,50-54,other_citizen,1.3
Kedah,2023-01-01,50-54,other_noncitizen,1.7
Kedah,2023-01-01,55-59,overall,103.8
Kedah,2023-01-01,55-59,bumi_malay,78.9
Kedah,2023-01-01,55-59,bumi_other,0.4
Kedah,2023-01-01,55-59,chinese,15.5
Kedah,2023-01-01,55-59,indian,6.7
Kedah,2023-01-01,55-59,other_citizen,1.3
Kedah,2023-01-01,55-59,other_noncitizen,1
Kedah,2023-01-01,60-64,overall,93.4
Kedah,2023-01-01,60-64,bumi_malay,69.7
Kedah,2023-01-01,60-64,bumi_other,0.3
Kedah,2023-01-01,60-64,chinese,15.5
Kedah,2023-01-01,60-64,indian,6.2
Kedah,2023-01-01,60-64,other_citizen,1.1
Kedah,2023-01-01,60-64,other_noncitizen,0.6
Kedah,2023-01-01,65-69,overall,76.2
Kedah,2023-01-01,65-69,bumi_malay,56.4
Kedah,2023-01-01,65-69,bumi_other,0.2
Kedah,2023-01-01,65-69,chinese,11.3
Kedah,2023-01-01,65-69,indian,5
Kedah,2023-01-01,65-69,other_citizen,0.9
Kedah,2023-01-01,65-69,other_noncitizen,2.3
Kedah,2023-01-01,70-74,overall,52.8
Kedah,2023-01-01,70-74,bumi_malay,41
Kedah,2023-01-01,70-74,bumi_other,0.2
Kedah,2023-01-01,70-74,chinese,5.9
Kedah,2023-01-01,70-74,indian,3.4
Kedah,2023-01-01,70-74,other_citizen,0.7
Kedah,2023-01-01,70-74,other_noncitizen,1.5
Kedah,2023-01-01,75-79,overall,32.3
Kedah,2023-01-01,75-79,bumi_malay,24.8
Kedah,2023-01-01,75-79,bumi_other,0.1
Kedah,2023-01-01,75-79,chinese,4.2
Kedah,2023-01-01,75-79,indian,1.9
Kedah,2023-01-01,75-79,other_citizen,0.4
Kedah,2023-01-01,75-79,other_noncitizen,1
Kedah,2023-01-01,80-84,overall,18
Kedah,2023-01-01,80-84,bumi_malay,14.1
Kedah,2023-01-01,80-84,bumi_other,0.1
Kedah,2023-01-01,80-84,chinese,2.1
Kedah,2023-01-01,80-84,indian,0.8
Kedah,2023-01-01,80-84,other_citizen,0.2
Kedah,2023-01-01,80-84,other_noncitizen,0.7
Kedah,2023-01-01,85 and above,overall,13.5
Kedah,2023-01-01,85 and above,bumi_malay,9.6
Kedah,2023-01-01,85 and above,bumi_other,0.2
Kedah,2023-01-01,85 and above,chinese,1.4
Kedah,2023-01-01,85 and above,indian,1
Kedah,2023-01-01,85 and above,other_citizen,0
Kedah,2023-01-01,85 and above,other_noncitizen,1.3
Kedah,2023-01-01,0-4,overall,82.4
Kedah,2023-01-01,0-4,bumi_malay,68.4
Kedah,2023-01-01,0-4,bumi_other,0.3
Kedah,2023-01-01,0-4,chinese,5.2
Kedah,2023-01-01,0-4,indian,3.2
Kedah,2023-01-01,0-4,other_citizen,0.9
Kedah,2023-01-01,0-4,other_noncitizen,4.5
Kedah,2023-01-01,15-19,overall,84.1
Kedah,2023-01-01,15-19,bumi_malay,65.1
Kedah,2023-01-01,15-19,bumi_other,0.1
Kedah,2023-01-01,15-19,chinese,10.8
Kedah,2023-01-01,15-19,indian,5.8
Kedah,2023-01-01,15-19,other_citizen,0.8
Kedah,2023-01-01,15-19,other_noncitizen,1.5
Kedah,2023-01-01,20-24,overall,96.1
Kedah,2023-01-01,20-24,bumi_malay,77.1
Kedah,2023-01-01,20-24,bumi_other,0.2
Kedah,2023-01-01,20-24,chinese,9.1
Kedah,2023-01-01,20-24,indian,5.4
